id,is_churned,recency_days,frequency_180d,monetary_180d,r_score,f_score,m_score,risk_points,risk_segment
1435,0,0,976.0,48867.05,2.0,4.0,4.0,8.0,Medium
1683,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
727,0,0,509.0,16682.58,2.0,3.0,2.0,11.0,High
1150,0,0,780.0,37127.4,2.0,4.0,4.0,8.0,Medium
332,0,0,542.0,22874.75,2.0,3.0,3.0,10.0,Medium
487,0,0,566.0,42769.21,2.0,3.0,4.0,9.0,Medium
735,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
137,0,0,972.0,49953.12,2.0,4.0,4.0,8.0,Medium
570,0,0,438.0,20967.5,2.0,3.0,3.0,10.0,Medium
1121,0,0,866.0,50187.43,2.0,4.0,4.0,8.0,Medium
860,0,0,782.0,43787.7,2.0,4.0,4.0,8.0,Medium
518,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1203,0,0,222.0,10232.42,2.0,2.0,2.0,12.0,High
944,0,0,520.0,57904.0,2.0,3.0,4.0,9.0,Medium
388,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
741,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1737,0,0,593.0,21666.71,2.0,3.0,3.0,10.0,Medium
1709,0,0,325.0,16842.64,2.0,2.0,2.0,12.0,High
1018,0,0,830.0,44355.13,2.0,4.0,4.0,8.0,Medium
275,0,0,1069.0,56408.31,2.0,4.0,4.0,8.0,Medium
1367,0,0,429.0,14279.64,2.0,3.0,2.0,11.0,High
1965,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
284,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
79,0,0,302.0,20835.72,2.0,2.0,3.0,11.0,High
1515,0,1,395.0,21792.06,2.0,2.0,3.0,11.0,High
1934,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
9,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1964,0,0,523.0,23647.1,2.0,3.0,3.0,10.0,Medium
982,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1676,0,0,487.0,22866.7,2.0,3.0,3.0,10.0,Medium
1519,0,1,599.0,19462.6,2.0,3.0,2.0,11.0,High
1098,0,0,2441.0,151405.56,2.0,4.0,4.0,8.0,Medium
554,0,0,616.0,37804.59,2.0,3.0,4.0,9.0,Medium
596,0,0,380.0,22008.3,2.0,2.0,3.0,11.0,High
170,0,0,400.0,23457.65,2.0,2.0,3.0,11.0,High
794,0,0,190.0,10647.51,2.0,2.0,2.0,12.0,High
1697,0,0,507.0,17297.36,2.0,3.0,2.0,11.0,High
573,0,0,660.0,19655.3,2.0,4.0,2.0,10.0,Medium
1715,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1607,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1026,0,0,546.0,18480.45,2.0,3.0,2.0,11.0,High
1892,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
402,0,0,652.0,35217.44,2.0,4.0,4.0,8.0,Medium
1628,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
553,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1551,0,0,770.0,55105.24,2.0,4.0,4.0,8.0,Medium
1672,0,1,423.0,6308.99,2.0,2.0,2.0,12.0,High
426,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1135,0,0,772.0,33147.6,2.0,4.0,4.0,8.0,Medium
1420,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1589,0,0,267.0,15267.47,2.0,2.0,2.0,12.0,High
1002,0,35,147.0,9906.47,1.0,1.0,2.0,14.0,High
1411,0,0,581.0,30772.35,2.0,3.0,3.0,10.0,Medium
1654,0,0,1445.0,91561.27,2.0,4.0,4.0,8.0,Medium
1330,0,0,1027.0,45615.3,2.0,4.0,4.0,8.0,Medium
790,0,0,564.0,18798.48,2.0,3.0,2.0,11.0,High
552,0,0,783.0,63037.21,2.0,4.0,4.0,8.0,Medium
139,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1280,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
883,0,0,342.0,31376.55,2.0,2.0,3.0,11.0,High
359,0,0,570.0,25039.18,2.0,3.0,3.0,10.0,Medium
1921,0,0,427.0,23827.63,2.0,3.0,3.0,10.0,Medium
651,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
557,0,0,1126.0,40632.06,2.0,4.0,4.0,8.0,Medium
1071,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1175,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1936,0,0,487.0,23124.76,2.0,3.0,3.0,10.0,Medium
182,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
468,0,1,415.0,21849.079999999998,2.0,2.0,3.0,11.0,High
1651,0,0,835.0,76717.91,2.0,4.0,4.0,8.0,Medium
1714,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1839,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1585,0,0,842.0,33019.39,2.0,4.0,4.0,8.0,Medium
1245,0,0,595.0,23994.22,2.0,3.0,3.0,10.0,Medium
732,0,1,256.0,14690.68,2.0,2.0,2.0,12.0,High
342,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
476,0,0,925.0,58505.29,2.0,4.0,4.0,8.0,Medium
164,0,0,429.0,19773.28,2.0,3.0,2.0,11.0,High
539,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
40,0,0,313.0,8756.89,2.0,2.0,2.0,12.0,High
1,0,0,495.0,21325.03,2.0,3.0,3.0,10.0,Medium
272,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
521,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
988,0,0,402.0,26138.05,2.0,2.0,3.0,11.0,High
660,0,0,324.0,14897.34,2.0,2.0,2.0,12.0,High
1381,0,0,721.0,42066.590000000004,2.0,4.0,4.0,8.0,Medium
184,0,0,353.0,19170.84,2.0,2.0,2.0,12.0,High
1183,0,0,317.0,16749.47,2.0,2.0,2.0,12.0,High
905,0,0,592.0,45773.24,2.0,3.0,4.0,9.0,Medium
419,0,0,619.0,22889.2,2.0,4.0,3.0,9.0,Medium
239,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1241,0,0,744.0,61102.21,2.0,4.0,4.0,8.0,Medium
383,0,0,306.0,15034.29,2.0,2.0,2.0,12.0,High
1816,0,0,284.0,13177.369999999999,2.0,2.0,2.0,12.0,High
1501,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
497,0,0,532.0,31685.18,2.0,3.0,3.0,10.0,Medium
893,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
44,0,0,425.0,21864.8,2.0,2.0,3.0,11.0,High
661,0,0,281.0,9833.8,2.0,2.0,2.0,12.0,High
939,0,0,318.0,23109.84,2.0,2.0,3.0,11.0,High
947,0,0,748.0,40778.84,2.0,4.0,4.0,8.0,Medium
1749,0,1,124.0,6477.83,2.0,1.0,2.0,13.0,High
385,0,0,461.0,18809.64,2.0,3.0,2.0,11.0,High
67,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1298,0,0,312.0,10808.03,2.0,2.0,2.0,12.0,High
913,0,0,221.0,11285.65,2.0,2.0,2.0,12.0,High
1634,0,0,601.0,10614.58,2.0,3.0,2.0,11.0,High
804,0,0,746.0,28751.98,2.0,4.0,3.0,9.0,Medium
1703,0,0,1047.0,48498.12,2.0,4.0,4.0,8.0,Medium
1741,0,0,453.0,32686.77,2.0,3.0,4.0,9.0,Medium
766,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
472,0,0,993.0,57136.49,2.0,4.0,4.0,8.0,Medium
366,0,0,756.0,31715.829999999998,2.0,4.0,3.0,9.0,Medium
1205,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1705,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
626,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1638,0,0,687.0,31243.33,2.0,4.0,3.0,9.0,Medium
1953,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1771,0,0,691.0,32324.64,2.0,4.0,3.0,9.0,Medium
931,0,0,423.0,30419.28,2.0,2.0,3.0,11.0,High
1190,0,0,1086.0,45571.97,2.0,4.0,4.0,8.0,Medium
371,0,0,846.0,71480.34,2.0,4.0,4.0,8.0,Medium
1404,0,0,268.0,16352.1,2.0,2.0,2.0,12.0,High
1970,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1364,0,2,202.0,5164.95,2.0,2.0,2.0,12.0,High
327,0,0,1019.0,48316.06,2.0,4.0,4.0,8.0,Medium
1337,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
594,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1704,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1500,0,0,522.0,26853.92,2.0,3.0,3.0,10.0,Medium
923,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1788,0,0,703.0,23867.83,2.0,4.0,3.0,9.0,Medium
129,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1756,0,0,322.0,24341.62,2.0,2.0,3.0,11.0,High
197,0,0,766.0,31719.07,2.0,4.0,3.0,9.0,Medium
219,0,0,294.0,13086.7,2.0,2.0,2.0,12.0,High
1820,0,0,217.0,13742.23,2.0,2.0,2.0,12.0,High
405,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
726,0,0,448.0,15538.14,2.0,3.0,2.0,11.0,High
20,0,0,578.0,21682.5,2.0,3.0,3.0,10.0,Medium
216,0,3,253.0,14729.25,2.0,2.0,2.0,12.0,High
293,0,1,441.0,19080.38,2.0,3.0,2.0,11.0,High
1868,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1996,0,0,344.0,20589.89,2.0,2.0,3.0,11.0,High
1171,0,0,310.0,27956.53,2.0,2.0,3.0,11.0,High
1154,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
819,0,0,450.0,21153.15,2.0,3.0,3.0,10.0,Medium
1554,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1079,0,0,673.0,39599.47,2.0,4.0,4.0,8.0,Medium
681,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
240,0,0,373.0,15570.97,2.0,2.0,2.0,12.0,High
751,0,0,329.0,26679.71,2.0,2.0,3.0,11.0,High
773,0,0,602.0,20654.8,2.0,3.0,3.0,10.0,Medium
1294,0,0,476.0,31655.14,2.0,3.0,3.0,10.0,Medium
1567,0,0,431.0,28716.329999999998,2.0,3.0,3.0,10.0,Medium
132,0,0,213.0,14078.18,2.0,2.0,2.0,12.0,High
512,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
501,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
178,0,0,476.0,23623.26,2.0,3.0,3.0,10.0,Medium
1077,0,0,1229.0,29930.11,2.0,4.0,3.0,9.0,Medium
914,0,0,709.0,40212.86,2.0,4.0,4.0,8.0,Medium
1840,0,0,713.0,19458.56,2.0,4.0,2.0,10.0,Medium
550,0,0,689.0,34672.38,2.0,4.0,4.0,8.0,Medium
1869,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
977,0,1,586.0,24284.44,2.0,3.0,3.0,10.0,Medium
933,0,0,399.0,17033.31,2.0,2.0,2.0,12.0,High
938,0,0,566.0,32519.58,2.0,3.0,3.0,10.0,Medium
622,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
796,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
621,0,1,308.0,13593.64,2.0,2.0,2.0,12.0,High
1038,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1687,0,0,1067.0,48834.29,2.0,4.0,4.0,8.0,Medium
1890,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
544,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
810,0,0,720.0,33518.13,2.0,4.0,4.0,8.0,Medium
58,0,1,489.0,37166.73,2.0,3.0,4.0,9.0,Medium
1986,0,0,345.0,24885.29,2.0,2.0,3.0,11.0,High
1084,0,0,560.0,30337.71,2.0,3.0,3.0,10.0,Medium
1349,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1825,0,0,746.0,32330.29,2.0,4.0,3.0,9.0,Medium
98,0,0,1027.0,41655.22,2.0,4.0,4.0,8.0,Medium
615,0,0,568.0,44686.31,2.0,3.0,4.0,9.0,Medium
1488,0,0,528.0,17929.03,2.0,3.0,2.0,11.0,High
211,0,0,619.0,11904.14,2.0,4.0,2.0,10.0,Medium
1443,0,0,628.0,33529.96,2.0,4.0,4.0,8.0,Medium
801,0,0,330.0,11815.27,2.0,2.0,2.0,12.0,High
655,0,0,618.0,17616.65,2.0,3.0,2.0,11.0,High
669,0,0,549.0,19249.61,2.0,3.0,2.0,11.0,High
1726,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
444,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
418,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
242,0,0,453.0,27729.2,2.0,3.0,3.0,10.0,Medium
168,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
960,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1911,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
259,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
300,0,0,348.0,33545.41,2.0,2.0,4.0,10.0,Medium
1967,0,1,454.0,19682.35,2.0,3.0,2.0,11.0,High
434,0,0,474.0,34698.32,2.0,3.0,4.0,9.0,Medium
1076,0,1,375.0,20634.48,2.0,2.0,3.0,11.0,High
723,0,0,458.0,17222.86,2.0,3.0,2.0,11.0,High
1398,0,0,849.0,46156.48,2.0,4.0,4.0,8.0,Medium
1464,0,0,515.0,36672.26,2.0,3.0,4.0,9.0,Medium
1505,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1130,0,0,696.0,40297.02,2.0,4.0,4.0,8.0,Medium
62,0,0,676.0,30073.44,2.0,4.0,3.0,9.0,Medium
1623,0,0,403.0,18521.4,2.0,2.0,2.0,12.0,High
1416,0,0,511.0,34996.4,2.0,3.0,4.0,9.0,Medium
1998,0,0,226.0,6434.8,2.0,2.0,2.0,12.0,High
1299,0,1,332.0,17202.85,2.0,2.0,2.0,12.0,High
303,0,0,916.0,74415.46,2.0,4.0,4.0,8.0,Medium
1138,0,0,1084.0,45523.95,2.0,4.0,4.0,8.0,Medium
1750,0,0,545.0,41245.31,2.0,3.0,4.0,9.0,Medium
1117,0,0,659.0,54429.06,2.0,4.0,4.0,8.0,Medium
1322,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
878,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
609,0,0,421.0,11485.16,2.0,2.0,2.0,12.0,High
761,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1313,0,0,796.0,29181.05,2.0,4.0,3.0,9.0,Medium
1558,0,0,716.0,47360.41,2.0,4.0,4.0,8.0,Medium
399,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
325,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
689,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1763,0,0,506.0,20614.64,2.0,3.0,3.0,10.0,Medium
717,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
884,0,0,712.0,29464.65,2.0,4.0,3.0,9.0,Medium
1701,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
117,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
126,0,0,502.0,12469.99,2.0,3.0,2.0,11.0,High
1051,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
462,0,0,507.0,37263.66,2.0,3.0,4.0,9.0,Medium
1454,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
467,0,0,596.0,26805.79,2.0,3.0,3.0,10.0,Medium
1802,0,0,875.0,70132.29,2.0,4.0,4.0,8.0,Medium
1563,0,0,673.0,24313.65,2.0,4.0,3.0,9.0,Medium
1235,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
587,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
709,0,0,535.0,20244.46,2.0,3.0,2.0,11.0,High
1036,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
372,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
929,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
253,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1549,0,0,276.0,23513.55,2.0,2.0,3.0,11.0,High
529,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1306,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1798,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
389,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1829,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1392,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1949,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1881,0,0,834.0,25226.46,2.0,4.0,3.0,9.0,Medium
1706,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
848,0,1,331.0,30204.94,2.0,2.0,3.0,11.0,High
1044,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1112,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
802,0,0,553.0,30955.42,2.0,3.0,3.0,10.0,Medium
859,0,0,533.0,25630.47,2.0,3.0,3.0,10.0,Medium
441,0,0,506.0,23473.41,2.0,3.0,3.0,10.0,Medium
879,0,0,585.0,22971.58,2.0,3.0,3.0,10.0,Medium
1437,0,0,926.0,23125.74,2.0,4.0,3.0,9.0,Medium
1413,0,0,686.0,20412.32,2.0,4.0,2.0,10.0,Medium
1710,0,0,327.0,15554.77,2.0,2.0,2.0,12.0,High
1037,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
966,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
107,0,0,173.0,8733.0,2.0,1.0,2.0,13.0,High
1247,0,0,475.0,27840.18,2.0,3.0,3.0,10.0,Medium
700,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1363,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
10,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1725,0,0,578.0,33679.59,2.0,3.0,4.0,9.0,Medium
1145,0,0,1063.0,54791.86,2.0,4.0,4.0,8.0,Medium
864,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1357,0,0,700.0,20073.38,2.0,4.0,2.0,10.0,Medium
1344,0,0,655.0,31464.9,2.0,4.0,3.0,9.0,Medium
1252,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
935,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1748,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1123,0,0,341.0,15090.07,2.0,2.0,2.0,12.0,High
546,0,0,377.0,27128.84,2.0,2.0,3.0,11.0,High
430,0,0,1039.0,60790.33,2.0,4.0,4.0,8.0,Medium
61,0,0,615.0,46415.24,2.0,3.0,4.0,9.0,Medium
1621,0,0,566.0,28464.22,2.0,3.0,3.0,10.0,Medium
413,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
269,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
37,0,0,778.0,51087.22,2.0,4.0,4.0,8.0,Medium
1793,0,0,262.0,12305.44,2.0,2.0,2.0,12.0,High
1846,0,0,346.0,11925.47,2.0,2.0,2.0,12.0,High
116,0,0,601.0,33864.04,2.0,3.0,4.0,9.0,Medium
752,0,0,296.0,28467.31,2.0,2.0,3.0,11.0,High
1185,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
683,0,0,419.0,24215.81,2.0,2.0,3.0,11.0,High
903,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
559,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1338,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
75,0,0,521.0,22857.579999999998,2.0,3.0,3.0,10.0,Medium
861,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
100,0,0,353.0,28519.67,2.0,2.0,3.0,11.0,High
1140,0,0,557.0,21663.64,2.0,3.0,3.0,10.0,Medium
531,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
279,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
362,0,0,532.0,40652.54,2.0,3.0,4.0,9.0,Medium
1458,0,0,311.0,17649.19,2.0,2.0,2.0,12.0,High
976,0,0,740.0,43320.63,2.0,4.0,4.0,8.0,Medium
71,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
375,0,31,309.0,9705.19,1.0,2.0,2.0,13.0,High
403,0,0,174.0,9823.81,2.0,2.0,2.0,12.0,High
983,0,0,446.0,21273.38,2.0,3.0,3.0,10.0,Medium
435,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
542,0,0,404.0,15021.7,2.0,2.0,2.0,12.0,High
1090,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
60,0,0,518.0,34160.28,2.0,3.0,4.0,9.0,Medium
287,0,0,479.0,20132.61,2.0,3.0,2.0,11.0,High
1857,0,0,592.0,40710.01,2.0,3.0,4.0,9.0,Medium
1291,0,0,328.0,24306.23,2.0,2.0,3.0,11.0,High
408,0,0,891.0,58313.44,2.0,4.0,4.0,8.0,Medium
173,0,0,546.0,35651.25,2.0,3.0,4.0,9.0,Medium
1787,0,0,670.0,36454.72,2.0,4.0,4.0,8.0,Medium
1800,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
438,0,0,238.0,15243.37,2.0,2.0,2.0,12.0,High
1988,0,0,854.0,72514.73,2.0,4.0,4.0,8.0,Medium
1143,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1250,0,0,630.0,20182.79,2.0,4.0,2.0,10.0,Medium
1767,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1072,0,1,582.0,27347.02,2.0,3.0,3.0,10.0,Medium
1841,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1202,0,0,493.0,7146.93,2.0,3.0,2.0,11.0,High
235,0,0,345.0,22301.89,2.0,2.0,3.0,11.0,High
1766,0,0,225.0,10813.75,2.0,2.0,2.0,12.0,High
1702,0,0,472.0,26318.53,2.0,3.0,3.0,10.0,Medium
1142,0,0,423.0,35067.98,2.0,2.0,4.0,10.0,Medium
1653,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1982,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1423,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
48,0,0,417.0,21707.25,2.0,2.0,3.0,11.0,High
1582,0,0,510.0,33693.87,2.0,3.0,4.0,9.0,Medium
656,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
500,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1862,0,0,656.0,21342.74,2.0,4.0,3.0,9.0,Medium
1850,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1808,0,0,374.0,16391.83,2.0,2.0,2.0,12.0,High
277,0,0,583.0,18592.21,2.0,3.0,2.0,11.0,High
1716,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
516,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
620,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
159,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
478,0,0,387.0,20706.65,2.0,2.0,3.0,11.0,High
772,0,0,453.0,18613.89,2.0,3.0,2.0,11.0,High
1537,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1429,0,0,552.0,29461.91,2.0,3.0,3.0,10.0,Medium
1228,0,0,641.0,27259.53,2.0,4.0,3.0,9.0,Medium
991,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1249,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1242,0,0,422.0,20456.26,2.0,2.0,3.0,11.0,High
1759,0,0,1007.0,37424.63,2.0,4.0,4.0,8.0,Medium
1058,0,0,674.0,33118.43,2.0,4.0,4.0,8.0,Medium
1730,0,0,705.0,20734.98,2.0,4.0,3.0,9.0,Medium
1632,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1224,0,0,955.0,47017.85,2.0,4.0,4.0,8.0,Medium
1940,0,0,478.0,15352.21,2.0,3.0,2.0,11.0,High
1132,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
895,0,0,435.0,24782.06,2.0,3.0,3.0,10.0,Medium
1556,0,0,238.0,15763.68,2.0,2.0,2.0,12.0,High
1025,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1972,0,0,494.0,15345.37,2.0,3.0,2.0,11.0,High
86,0,0,443.0,18723.51,2.0,3.0,2.0,11.0,High
344,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1189,0,0,339.0,15954.16,2.0,2.0,2.0,12.0,High
921,0,0,770.0,49125.02,2.0,4.0,4.0,8.0,Medium
393,0,0,312.0,15516.88,2.0,2.0,2.0,12.0,High
1254,0,0,391.0,17302.39,2.0,2.0,2.0,12.0,High
212,0,0,427.0,13885.76,2.0,3.0,2.0,11.0,High
1262,0,0,517.0,12052.32,2.0,3.0,2.0,11.0,High
122,0,0,518.0,26161.66,2.0,3.0,3.0,10.0,Medium
1118,0,0,592.0,66591.59,2.0,3.0,4.0,9.0,Medium
974,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1274,0,0,818.0,51605.67,2.0,4.0,4.0,8.0,Medium
1453,0,0,956.0,30677.92,2.0,4.0,3.0,9.0,Medium
337,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1023,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1903,0,0,701.0,31568.72,2.0,4.0,3.0,9.0,Medium
604,0,0,390.0,26372.05,2.0,2.0,3.0,11.0,High
1637,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1470,0,2,312.0,10664.9,2.0,2.0,2.0,12.0,High
1856,0,0,443.0,18873.74,2.0,3.0,2.0,11.0,High
907,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1923,0,0,407.0,20292.88,2.0,2.0,2.0,12.0,High
674,0,0,729.0,18685.13,2.0,4.0,2.0,10.0,Medium
1665,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
548,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
209,0,0,671.0,20946.31,2.0,4.0,3.0,9.0,Medium
730,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
670,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
627,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
924,1,884,0.0,0.0,1.0,1.0,1.0,15.0,High
894,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1633,0,0,445.0,15951.68,2.0,3.0,2.0,11.0,High
1593,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
720,0,1,177.0,7532.09,2.0,2.0,2.0,12.0,High
264,0,0,461.0,23763.55,2.0,3.0,3.0,10.0,Medium
827,0,0,385.0,18728.47,2.0,2.0,2.0,12.0,High
414,0,0,410.0,51201.93,2.0,2.0,4.0,10.0,Medium
1439,0,0,394.0,7413.74,2.0,2.0,2.0,12.0,High
843,0,0,373.0,19675.22,2.0,2.0,2.0,12.0,High
1008,0,0,860.0,20643.0,2.0,4.0,3.0,9.0,Medium
1834,0,0,377.0,17837.0,2.0,2.0,2.0,12.0,High
1126,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
